Gene	Gene score (% variance explained by pseudotime)				
MSTRG.18194	26.5				
Zm00001d053177	26.5				
Zm00001d021000	26.5				
Zm00001d023501	26.5				
Zm00001d012036	26.5				
Zm00001d005035	26.5				
Zm00001d026331	26.5				
MSTRG.17684	26.4				
MSTRG.16443	26.4				
Zm00001d022286	26.4				
Zm00001d038960	26.4				
Zm00001d020845	26.4				
Zm00001d018367	26.4				
Zm00001d053294	26.4				
Zm00001d012677	26.4				
Zm00001d013659	26.4				
Zm00001d003640	26.4				
MSTRG.8311	26.4				
Zm00001d005666	26.4				
MSTRG.14559	26.4				
Zm00001d041491	26.4				
Zm00001d042180	26.4				
Zm00001d040805	26.3				
Zm00001d014159	26.3				
MSTRG.3725	26.3				
Zm00001d041730	26.3				
Zm00001d038453	26.3				
Zm00001d033571	26.3				
Zm00001d027727	26.3				
Zm00001d045559	26.3				
Zm00001d037522	26.3				
Zm00001d020727	26.3				
MSTRG.5926	26.3				
Zm00001d009504	26.3				
Zm00001d020399	26.3				
MSTRG.11366	26.3				
Zm00001d027523	26.2				
MSTRG.2787	26.2				
Zm00001d014186	26.2				
MSTRG.1103	26.2				
Zm00001d025860	26.2				
Zm00001d012420	26.2				
Zm00001d035825	26.2				
MSTRG.7091	26.2				
Zm00001d010615	26.2				
Zm00001d011668	26.2				
Zm00001d028272	26.2				
MSTRG.20035	26.2				
Zm00001d016045	26.2				
Zm00001d029074	26.2				
Zm00001d004438	26.2				
Zm00001d013193	26.2				
Zm00001d022591	26.1				
Zm00001d010512	26.1				
Zm00001d036973	26.1				
MSTRG.17627	26.1				
Zm00001d043330	26.1				
MSTRG.16075	26.1				
Zm00001d015186	26.1				
Zm00001d047790	26.1				
Zm00001d045194	26.1				
MSTRG.20067	26.1				
Zm00001d022889	26.1				
Zm00001d028339	26.1				
Zm00001d021512	26.1				
Zm00001d002530	26.1				
Zm00001d018906	26				
Zm00001d043352	26				
Zm00001d029543	26				
Zm00001d044086	26				
Zm00001d017983	26				
MSTRG.1608	26				
MSTRG.3157	26				
Zm00001d012042	26				
Zm00001d044665	26				
Zm00001d043750	26				
MSTRG.17196	26				
Zm00001d024925	26				
MSTRG.10807	26				
MSTRG.19494	26				
Zm00001d030496	26				
Zm00001d013081	26				
Zm00001d010425	25.9				
Zm00001d001798	25.9				
Zm00001d038546	25.9				
Zm00001d046073	25.9				
Zm00001d039239	25.9				
Zm00001d030960	25.9				
Zm00001d049627	25.9				
Zm00001d031703	25.9				
Zm00001d047479	25.9				
Zm00001d036410	25.9				
Zm00001d029740	25.9				
Zm00001d033397	25.9				
MSTRG.5424	25.9				
Zm00001d041882	25.9				
Zm00001d003817	25.9				
Zm00001d037615	25.9				
Zm00001d019648	25.9				
Zm00001d020231	25.9				
MSTRG.62	25.9				
Zm00001d013935	25.8				
Zm00001d047062	25.8				
Zm00001d053991	25.8				
Zm00001d039120	25.8				
Zm00001d029448	25.8				
Zm00001d011199	25.8				
Zm00001d034137	25.8				
Zm00001d009074	25.8				
Zm00001d046449	25.8				
Zm00001d039299	25.8				
Zm00001d007871	25.8				
Zm00001d035007	25.8				
Zm00001d026990	25.8				
Zm00001d052530	25.8				
Zm00001d007031	25.8				
Zm00001d014519	25.8				
Zm00001d043727	25.8				
Zm00001d033528	25.8				
Zm00001d023423	25.8				
Zm00001d013141	25.8				
Zm00001d034189	25.8				
Zm00001d016438	25.8				
Zm00001d002125	25.7				
Zm00001d008941	25.7				
Zm00001d039355	25.7				
MSTRG.3853	25.7				
Zm00001d043335	25.7				
Zm00001d025060	25.7				
Zm00001d001808	25.7				
Zm00001d043548	25.7				
MSTRG.2685	25.7				
Zm00001d025023	25.7				
MSTRG.19506	25.7				
Zm00001d048562	25.7				
Zm00001d031651	25.7				
Zm00001d036936	25.7				
MSTRG.10088	25.7				
Zm00001d044315	25.7				
Zm00001d050960	25.7				
Zm00001d017157	25.7				
Zm00001d045956	25.6				
Zm00001d045352	25.6				
Zm00001d043035	25.6				
Zm00001d049082	25.6				
Zm00001d047597	25.6				
Zm00001d040056	25.6				
Zm00001d025574	25.6				
Zm00001d037663	25.6				
Zm00001d040259	25.6				
Zm00001d008377	25.6				
Zm00001d001675	25.6				
Zm00001d027588	25.6				
MSTRG.6743	25.6				
Zm00001d043703	25.6				
Zm00001d018461	25.6				
MSTRG.13607	25.5				
Zm00001d016373	25.5				
Zm00001d004386	25.5				
Zm00001d005852	25.5				
MSTRG.774	25.5				
Zm00001d003590	25.5				
MSTRG.14429	25.5				
Zm00001d026243	25.5				
Zm00001d042398	25.5				
Zm00001d001838	25.5				
MSTRG.7964	25.5				
Zm00001d010703	25.5				
MSTRG.3999	25.5				
MSTRG.104	25.5				
MSTRG.1599	25.4				
Zm00001d037315	25.4				
Zm00001d047962	25.4				
Zm00001d011578	25.4				
Zm00001d033511	25.4				
Zm00001d012827	25.4				
Zm00001d031267	25.4				
Zm00001d039549	25.4				
Zm00001d048355	25.4				
Zm00001d021070	25.4				
Zm00001d038225	25.4				
Zm00001d014241	25.4				
Zm00001d015265	25.4				
Zm00001d020783	25.4				
Zm00001d016577	25.3				
Zm00001d048734	25.3				
Zm00001d043843	25.3				
Zm00001d014994	25.3				
Zm00001d045978	25.3				
Zm00001d005240	25.3				
Zm00001d050608	25.3				
Zm00001d012815	25.3				
Zm00001d026528	25.3				
MSTRG.1423	25.3				
Zm00001d051211	25.3				
MSTRG.5972	25.3				
Zm00001d051015	25.3				
Zm00001d012407	25.3				
Zm00001d013005	25.3				
Zm00001d012966	25.3				
Zm00001d010120	25.3				
Zm00001d023222	25.2				
Zm00001d003493	25.2				
Zm00001d010411	25.2				
Zm00001d009761	25.2				
Zm00001d013738	25.2				
Zm00001d050166	25.2				
MSTRG.1027	25.2				
Zm00001d043851	25.2				
MSTRG.8145	25.2				
Zm00001d049533	25.2				
Zm00001d011622	25.2				
Zm00001d008567	25.1				
Zm00001d007354	25.1				
Zm00001d045315	25.1				
Zm00001d028194	25.1				
Zm00001d006287	25.1				
MSTRG.363	25.1				
Zm00001d047044	25.1				
Zm00001d003106	25.1				
Zm00001d026020	25.1				
MSTRG.842	25.1				
Zm00001d003476	25.1				
MSTRG.17836	25.1				
Zm00001d035820	25.1				
Zm00001d010236	25				
Zm00001d048777	25				
Zm00001d033775	25				
Zm00001d041994	25				
MSTRG.14695	25				
Zm00001d044614	25				
Zm00001d013505	25				
Zm00001d007186	25				
Zm00001d017271	25				
Zm00001d022307	25				
Zm00001d011750	25				
Zm00001d045564	25				
Zm00001d034184	25				
Zm00001d001908	25				
Zm00001d036073	25				
Zm00001d029534	25				
Zm00001d028715	25				
Zm00001d026361	24.9				
MSTRG.11768	24.9				
Zm00001d008742	24.9				
Zm00001d040952	24.9				
Zm00001d034604	24.9				
Zm00001d043149	24.9				
Zm00001d031620	24.9				
Zm00001d037159	24.9				
Zm00001d043183	24.9				
Zm00001d048449	24.9				
Zm00001d002570	24.9				
Zm00001d018144	24.9				
Zm00001d019899	24.9				
Zm00001d026335	24.9				
Zm00001d048165	24.9				
Zm00001d015094	24.9				
Zm00001d045353	24.9				
Zm00001d042910	24.8				
Zm00001d004153	24.8				
Zm00001d029422	24.8				
Zm00001d032472	24.8				
Zm00001d026680	24.8				
Zm00001d009594	24.8				
Zm00001d004052	24.8				
Zm00001d044606	24.8				
Zm00001d052485	24.8				
MSTRG.1876	24.8				
Zm00001d037236	24.8				
Zm00001d035183	24.8				
Zm00001d010103	24.8				
Zm00001d015469	24.8				
Zm00001d017905	24.8				
Zm00001d043762	24.8				
Zm00001d009270	24.7				
Zm00001d039746	24.7				
Zm00001d038165	24.7				
Zm00001d028373	24.7				
Zm00001d017111	24.7				
Zm00001d037934	24.7				
Zm00001d024270	24.7				
Zm00001d009023	24.7				
Zm00001d036567	24.7				
MSTRG.14298	24.7				
Zm00001d044541	24.7				
Zm00001d018478	24.7				
Zm00001d021306	24.7				
Zm00001d052904	24.7				
Zm00001d035935	24.7				
MSTRG.2118	24.7				
Zm00001d045481	24.6				
Zm00001d001083	24.6				
MSTRG.15037	24.6				
Zm00001d042609	24.6				
Zm00001d043314	24.6				
Zm00001d046929	24.6				
MSTRG.2023	24.6				
Zm00001d012086	24.6				
MSTRG.6067	24.6				
Zm00001d014324	24.6				
Zm00001d031212	24.5				
Zm00001d034770	24.5				
Zm00001d053262	24.5				
Zm00001d031531	24.5				
MSTRG.10887	24.5				
Zm00001d016665	24.5				
Zm00001d037785	24.5				
Zm00001d016696	24.5				
Zm00001d048334	24.5				
Zm00001d035288	24.5				
Zm00001d009827	24.5				
Zm00001d048487	24.5				
MSTRG.8560	24.5				
Zm00001d037415	24.5				
Zm00001d019644	24.5				
Zm00001d016918	24.5				
Zm00001d006433	24.5				
MSTRG.16666	24.5				
Zm00001d025067	24.4				
Zm00001d014961	24.4				
Zm00001d033982	24.4				
Zm00001d030694	24.4				
Zm00001d050293	24.4				
Zm00001d013859	24.4				
Zm00001d026350	24.4				
Zm00001d038648	24.4				
Zm00001d015029	24.4				
Zm00001d007500	24.4				
Zm00001d028992	24.4				
Zm00001d024109	24.4				
Zm00001d011992	24.4				
Zm00001d024939	24.4				
Zm00001d018080	24.4				
MSTRG.18826	24.4				
Zm00001d008432	24.4				
MSTRG.7997	24.4				
MSTRG.10757	24.4				
Zm00001d026211	24.4				
Zm00001d017398	24.3				
Zm00001d024222	24.3				
Zm00001d037425	24.3				
Zm00001d049260	24.3				
Zm00001d012119	24.3				
Zm00001d049295	24.3				
Zm00001d048834	24.3				
Zm00001d030421	24.3				
MSTRG.19001	24.3				
MSTRG.19223	24.3				
Zm00001d014760	24.3				
Zm00001d021467	24.3				
Zm00001d052322	24.3				
Zm00001d033840	24.3				
MSTRG.9838	24.3				
Zm00001d007455	24.3				
Zm00001d043152	24.3				
Zm00001d032575	24.2				
Zm00001d031327	24.2				
Zm00001d002797	24.2				
MSTRG.7243	24.2				
Zm00001d028909	24.2				
Zm00001d016664	24.2				
Zm00001d037452	24.2				
Zm00001d045320	24.2				
Zm00001d052961	24.2				
Zm00001d006947	24.2				
Zm00001d021516	24.2				
Zm00001d010572	24.2				
Zm00001d051961	24.2				
Zm00001d048856	24.1				
Zm00001d047493	24.1				
Zm00001d010698	24.1				
Zm00001d034365	24.1				
MSTRG.17070	24.1				
MSTRG.7229	24.1				
Zm00001d051178	24.1				
MSTRG.13517	24.1				
Zm00001d012127	24.1				
Zm00001d011168	24.1				
MSTRG.5889	24.1				
Zm00001d036206	24.1				
MSTRG.5002	24.1				
Zm00001d006052	24.1				
Zm00001d044480	24				
Zm00001d001947	24				
Zm00001d014013	24				
MSTRG.1971	24				
Zm00001d014073	24				
Zm00001d029497	24				
Zm00001d016971	24				
Zm00001d021646	24				
MSTRG.2574	24				
Zm00001d024324	24				
Zm00001d022573	24				
Zm00001d051959	24				
Zm00001d026039	24				
Zm00001d025419	24				
Zm00001d053913	24				
Zm00001d001432	24				
Zm00001d051964	24				
Zm00001d016928	23.9				
MSTRG.7958	23.9				
Zm00001d037886	23.9				
Zm00001d037884	23.9				
MSTRG.16917	23.9				
Zm00001d034409	23.9				
Zm00001d026307	23.9				
Zm00001d007324	23.9				
Zm00001d028733	23.9				
Zm00001d036401	23.9				
Zm00001d008268	23.9				
Zm00001d032215	23.9				
Zm00001d035542	23.9				
Zm00001d012550	23.9				
MSTRG.3057	23.9				
Zm00001d050544	23.8				
Zm00001d033551	23.8				
MSTRG.12411	23.8				
Zm00001d053609	23.8				
Zm00001d047317	23.8				
Zm00001d015968	23.8				
Zm00001d019249	23.8				
Zm00001d018460	23.8				
MSTRG.18635	23.8				
MSTRG.5427	23.8				
Zm00001d033596	23.8				
MSTRG.1209	23.8				
Zm00001d022489	23.8				
Zm00001d042052	23.8				
MSTRG.19453	23.8				
Zm00001d014775	23.8				
Zm00001d047863	23.8				
MSTRG.16439	23.8				
Zm00001d028193	23.8				
Zm00001d045870	23.8				
Zm00001d035475	23.8				
Zm00001d003601	23.8				
Zm00001d022049	23.7				
Zm00001d031558	23.7				
Zm00001d013625	23.7				
Zm00001d016144	23.7				
Zm00001d011585	23.7				
Zm00001d007184	23.7				
Zm00001d020687	23.7				
Zm00001d048284	23.7				
Zm00001d040002	23.7				
Zm00001d013456	23.7				
Zm00001d053987	23.7				
Zm00001d036531	23.7				
Zm00001d031569	23.6				
Zm00001d020001	23.6				
Zm00001d009570	23.6				
Zm00001d038085	23.6				
Zm00001d051393	23.6				
Zm00001d005423	23.6				
Zm00001d043895	23.6				
MSTRG.7529	23.6				
MSTRG.19554	23.6				
Zm00001d044625	23.5				
Zm00001d004070	23.5				
Zm00001d005303	23.5				
Zm00001d005016	23.5				
Zm00001d047713	23.5				
Zm00001d015245	23.5				
Zm00001d017469	23.5				
Zm00001d008376	23.5				
MSTRG.14192	23.5				
Zm00001d025033	23.5				
Zm00001d047470	23.5				
Zm00001d030527	23.5				
Zm00001d006401	23.5				
Zm00001d046260	23.5				
Zm00001d003068	23.5				
Zm00001d017433	23.5				
Zm00001d022631	23.5				
Zm00001d033866	23.5				
Zm00001d017961	23.5				
Zm00001d020432	23.5				
Zm00001d020760	23.5				
Zm00001d037066	23.5				
Zm00001d036148	23.4				
Zm00001d042266	23.4				
Zm00001d031024	23.4				
Zm00001d028293	23.4				
Zm00001d025571	23.4				
Zm00001d014669	23.4				
Zm00001d010901	23.4				
Zm00001d012003	23.4				
Zm00001d024571	23.4				
Zm00001d019219	23.4				
Zm00001d022386	23.4				
Zm00001d014772	23.4				
Zm00001d038460	23.4				
Zm00001d038273	23.4				
Zm00001d037715	23.4				
Zm00001d028443	23.4				
Zm00001d018406	23.4				
Zm00001d047677	23.4				
Zm00001d052837	23.3				
Zm00001d049499	23.3				
Zm00001d037760	23.3				
MSTRG.15314	23.3				
MSTRG.14755	23.3				
Zm00001d017282	23.3				
Zm00001d005653	23.3				
Zm00001d027769	23.3				
Zm00001d045784	23.3				
Zm00001d022159	23.3				
Zm00001d006389	23.3				
Zm00001d018870	23.3				
Zm00001d018887	23.3				
Zm00001d028603	23.3				
Zm00001d034896	23.3				
MSTRG.19497	23.3				
Zm00001d048028	23.3				
Zm00001d048252	23.3				
Zm00001d032045	23.2				
Zm00001d007435	23.2				
Zm00001d009482	23.2				
Zm00001d034251	23.2				
Zm00001d040846	23.2				
Zm00001d016305	23.2				
Zm00001d030256	23.2				
Zm00001d001500	23.2				
Zm00001d047697	23.2				
Zm00001d018383	23.2				
Zm00001d011504	23.2				
Zm00001d026662	23.2				
MSTRG.17618	23.2				
Zm00001d019671	23.2				
Zm00001d021574	23.2				
Zm00001d033356	23.2				
Zm00001d037509	23.2				
Zm00001d029979	23.2				
Zm00001d036961	23.2				
Zm00001d042961	23.2				
Zm00001d008984	23.2				
Zm00001d005961	23.2				
Zm00001d047217	23.2				
MSTRG.16318	23.2				
Zm00001d022378	23.1				
Zm00001d009440	23.1				
Zm00001d038227	23.1				
Zm00001d041052	23.1				
Zm00001d036877	23.1				
Zm00001d012886	23.1				
Zm00001d029938	23.1				
MSTRG.7729	23.1				
Zm00001d015306	23.1				
Zm00001d041697	23.1				
Zm00001d008906	23.1				
Zm00001d022625	23.1				
MSTRG.9361	23.1				
Zm00001d009878	23.1				
Zm00001d025658	23.1				
Zm00001d021520	23				
Zm00001d046549	23				
Zm00001d043404	23				
Zm00001d014094	23				
Zm00001d014797	23				
Zm00001d002942	23				
MSTRG.197	23				
Zm00001d009161	23				
Zm00001d029325	23				
MSTRG.1741	23				
Zm00001d049239	23				
MSTRG.15806	23				
Zm00001d009978	23				
Zm00001d001762	23				
Zm00001d028477	23				
Zm00001d001804	22.9				
MSTRG.2525	22.9				
Zm00001d039214	22.9				
Zm00001d049763	22.9				
Zm00001d045153	22.9				
Zm00001d037700	22.9				
Zm00001d007960	22.9				
Zm00001d022169	22.9				
Zm00001d051595	22.9				
Zm00001d005631	22.9				
Zm00001d009948	22.9				
Zm00001d039916	22.9				
Zm00001d039263	22.9				
MSTRG.15370	22.9				
MSTRG.13455	22.9				
Zm00001d039465	22.9				
Zm00001d015886	22.9				
Zm00001d021805	22.9				
Zm00001d012748	22.9				
Zm00001d015893	22.8				
Zm00001d008284	22.8				
Zm00001d026476	22.8				
Zm00001d017501	22.8				
MSTRG.13964	22.8				
Zm00001d049189	22.8				
Zm00001d013583	22.8				
Zm00001d030557	22.8				
MSTRG.12064	22.8				
Zm00001d009652	22.8				
Zm00001d016158	22.8				
Zm00001d015251	22.8				
Zm00001d003081	22.8				
Zm00001d038753	22.8				
MSTRG.1973	22.8				
Zm00001d018146	22.8				
Zm00001d020644	22.8				
MSTRG.8254	22.8				
Zm00001d013825	22.8				
Zm00001d006345	22.8				
Zm00001d050054	22.8				
MSTRG.14365	22.8				
Zm00001d013335	22.8				
Zm00001d036880	22.7				
Zm00001d021609	22.7				
Zm00001d016818	22.7				
Zm00001d025294	22.7				
Zm00001d017617	22.7				
Zm00001d022083	22.7				
Zm00001d009796	22.7				
Zm00001d016198	22.7				
Zm00001d033633	22.7				
Zm00001d042400	22.7				
Zm00001d024347	22.7				
Zm00001d044447	22.7				
Zm00001d014080	22.7				
MSTRG.5076	22.7				
MSTRG.2638	22.7				
Zm00001d024171	22.7				
Zm00001d044495	22.7				
Zm00001d019145	22.6				
Zm00001d002340	22.6				
Zm00001d032695	22.6				
Zm00001d036495	22.6				
Zm00001d044488	22.6				
Zm00001d042615	22.6				
MSTRG.19780	22.6				
Zm00001d050923	22.6				
MSTRG.9662	22.6				
Zm00001d040067	22.6				
MSTRG.4346	22.6				
Zm00001d005636	22.6				
Zm00001d048393	22.6				
Zm00001d014184	22.6				
Zm00001d026487	22.6				
Zm00001d053719	22.6				
Zm00001d010714	22.5				
Zm00001d030617	22.5				
Zm00001d033986	22.5				
MSTRG.18884	22.5				
Zm00001d031204	22.5				
Zm00001d003394	22.5				
Zm00001d035757	22.5				
Zm00001d040076	22.5				
Zm00001d036570	22.5				
Zm00001d039611	22.5				
Zm00001d019200	22.5				
Zm00001d043329	22.5				
Zm00001d021710	22.5				
Zm00001d039712	22.5				
Zm00001d044365	22.5				
Zm00001d008287	22.5				
Zm00001d010590	22.5				
Zm00001d027242	22.5				
Zm00001d036940	22.5				
Zm00001d005975	22.5				
Zm00001d029380	22.5				
Zm00001d035052	22.5				
Zm00001d046973	22.5				
Zm00001d045728	22.4				
Zm00001d031925	22.4				
Zm00001d003556	22.4				
Zm00001d013116	22.4				
Zm00001d039663	22.4				
Zm00001d032556	22.4				
MSTRG.19277	22.4				
Zm00001d011792	22.4				
Zm00001d042329	22.4				
MSTRG.3945	22.4				
Zm00001d002929	22.4				
Zm00001d028522	22.4				
Zm00001d016059	22.4				
Zm00001d049522	22.4				
Zm00001d017171	22.3				
Zm00001d015955	22.3				
Zm00001d021541	22.3				
Zm00001d007719	22.3				
Zm00001d009424	22.3				
Zm00001d003567	22.3				
Zm00001d014924	22.3				
MSTRG.11170	22.3				
Zm00001d028981	22.3				
Zm00001d032588	22.3				
Zm00001d003333	22.3				
Zm00001d040789	22.3				
Zm00001d025131	22.3				
MSTRG.5597	22.3				
Zm00001d035579	22.3				
Zm00001d045176	22.3				
MSTRG.2072	22.3				
Zm00001d009522	22.3				
Zm00001d052886	22.3				
Zm00001d009555	22.3				
Zm00001d006382	22.3				
Zm00001d031659	22.2				
Zm00001d002980	22.2				
MSTRG.14342	22.2				
Zm00001d052364	22.2				
Zm00001d010504	22.2				
Zm00001d031473	22.2				
MSTRG.16680	22.2				
Zm00001d011512	22.2				
Zm00001d007080	22.2				
Zm00001d002039	22.2				
MSTRG.18815	22.2				
MSTRG.3630	22.2				
Zm00001d035887	22.1				
Zm00001d002650	22.1				
Zm00001d009763	22.1				
Zm00001d008289	22.1				
Zm00001d026253	22.1				
Zm00001d042146	22.1				
Zm00001d052750	22.1				
Zm00001d011490	22.1				
Zm00001d035990	22.1				
Zm00001d007352	22.1				
Zm00001d004956	22.1				
MSTRG.5302	22.1				
Zm00001d010009	22.1				
MSTRG.10183	22.1				
Zm00001d049902	22.1				
Zm00001d041526	22.1				
Zm00001d039126	22.1				
Zm00001d005812	22.1				
Zm00001d039369	22.1				
Zm00001d049405	22.1				
Zm00001d031317	22.1				
Zm00001d045403	22.1				
Zm00001d051193	22.1				
Zm00001d004667	22				
Zm00001d015658	22				
Zm00001d008975	22				
Zm00001d017801	22				
Zm00001d044552	22				
Zm00001d020420	22				
MSTRG.14784	22				
Zm00001d030657	22				
MSTRG.4125	22				
Zm00001d032548	22				
MSTRG.7138	22				
MSTRG.7904	22				
MSTRG.11519	22				
Zm00001d053453	22				
Zm00001d017876	22				
Zm00001d015308	22				
Zm00001d034001	22				
Zm00001d013262	22				
Zm00001d011188	22				
Zm00001d026261	22				
Zm00001d033362	21.9				
Zm00001d016535	21.9				
Zm00001d052700	21.9				
Zm00001d002140	21.9				
Zm00001d051126	21.9				
Zm00001d034867	21.9				
Zm00001d003566	21.9				
Zm00001d039686	21.9				
Zm00001d017729	21.9				
MSTRG.14288	21.9				
Zm00001d005902	21.9				
Zm00001d044880	21.9				
Zm00001d028201	21.9				
Zm00001d029209	21.9				
Zm00001d010538	21.9				
Zm00001d017874	21.9				
MSTRG.5422	21.9				
Zm00001d006112	21.9				
Zm00001d033502	21.9				
Zm00001d001010	21.9				
Zm00001d046483	21.9				
MSTRG.8292	21.9				
MSTRG.2608	21.9				
Zm00001d013620	21.9				
Zm00001d032532	21.8				
Zm00001d013582	21.8				
Zm00001d006227	21.8				
Zm00001d041455	21.8				
Zm00001d015375	21.8				
Zm00001d048473	21.8				
Zm00001d014017	21.8				
Zm00001d011569	21.8				
Zm00001d021821	21.8				
MSTRG.10588	21.8				
Zm00001d018868	21.8				
Zm00001d051588	21.8				
Zm00001d039183	21.8				
Zm00001d019505	21.8				
MSTRG.11032	21.8				
Zm00001d044116	21.8				
MSTRG.19055	21.8				
Zm00001d013013	21.8				
MSTRG.20117	21.8				
MSTRG.97	21.7				
Zm00001d030094	21.7				
Zm00001d043524	21.7				
Zm00001d005529	21.7				
MSTRG.17444	21.7				
Zm00001d028344	21.7				
MSTRG.5571	21.7				
Zm00001d026586	21.7				
Zm00001d006064	21.7				
Zm00001d003822	21.7				
Zm00001d007599	21.7				
Zm00001d013658	21.7				
Zm00001d014065	21.7				
Zm00001d015618	21.7				
Zm00001d024239	21.7				
Zm00001d002259	21.7				
Zm00001d042883	21.7				
MSTRG.5949	21.7				
Zm00001d019603	21.7				
Zm00001d025037	21.7				
Zm00001d028691	21.7				
Zm00001d006443	21.7				
Zm00001d002091	21.7				
Zm00001d051067	21.6				
Zm00001d032831	21.6				
Zm00001d001399	21.6				
Zm00001d005461	21.6				
Zm00001d005649	21.6				
Zm00001d021878	21.6				
Zm00001d031825	21.6				
Zm00001d012395	21.6				
MSTRG.16670	21.6				
Zm00001d031617	21.6				
MSTRG.3757	21.6				
Zm00001d006667	21.6				
Zm00001d044301	21.6				
Zm00001d028086	21.6				
Zm00001d022240	21.6				
Zm00001d004172	21.6				
Zm00001d034164	21.6				
Zm00001d036013	21.6				
Zm00001d015789	21.6				
Zm00001d013241	21.5				
Zm00001d020486	21.5				
Zm00001d032442	21.5				
Zm00001d037412	21.5				
Zm00001d033817	21.5				
Zm00001d034550	21.5				
Zm00001d012044	21.5				
Zm00001d013019	21.5				
Zm00001d013256	21.5				
MSTRG.7445	21.5				
Zm00001d035515	21.5				
MSTRG.12865	21.5				
Zm00001d034175	21.5				
MSTRG.2862	21.5				
Zm00001d018487	21.5				
Zm00001d003265	21.5				
MSTRG.276	21.5				
Zm00001d039147	21.5				
Zm00001d029865	21.5				
Zm00001d048402	21.5				
MSTRG.12061	21.5				
Zm00001d050915	21.5				
Zm00001d031764	21.5				
Zm00001d030675	21.5				
Zm00001d051879	21.5				
Zm00001d037067	21.5				
Zm00001d025907	21.5				
Zm00001d031271	21.5				
Zm00001d021420	21.5				
MSTRG.1700	21.5				
Zm00001d007638	21.4				
Zm00001d019039	21.4				
Zm00001d054002	21.4				
Zm00001d006562	21.4				
Zm00001d037505	21.4				
Zm00001d008327	21.4				
Zm00001d005614	21.4				
Zm00001d045927	21.4				
Zm00001d003552	21.4				
Zm00001d024322	21.4				
Zm00001d013179	21.4				
Zm00001d010804	21.4				
MSTRG.19274	21.4				
Zm00001d006133	21.4				
Zm00001d022045	21.4				
Zm00001d025619	21.4				
Zm00001d016787	21.4				
Zm00001d045351	21.4				
Zm00001d043137	21.4				
Zm00001d051485	21.4				
Zm00001d047774	21.4				
Zm00001d051965	21.4				
Zm00001d053822	21.4				
Zm00001d053515	21.3				
Zm00001d048539	21.3				
Zm00001d022143	21.3				
Zm00001d034019	21.3				
Zm00001d049507	21.3				
Zm00001d012800	21.3				
Zm00001d049187	21.3				
Zm00001d033129	21.3				
Zm00001d046539	21.3				
Zm00001d044390	21.3				
Zm00001d004931	21.3				
Zm00001d046444	21.3				
Zm00001d022333	21.3				
Zm00001d018162	21.3				
MSTRG.1622	21.3				
MSTRG.5894	21.3				
Zm00001d016118	21.3				
Zm00001d044622	21.2				
Zm00001d049648	21.2				
Zm00001d008725	21.2				
Zm00001d032473	21.2				
Zm00001d012425	21.2				
Zm00001d035169	21.2				
Zm00001d018410	21.2				
Zm00001d003660	21.2				
Zm00001d042213	21.2				
Zm00001d034520	21.2				
Zm00001d017985	21.2				
Zm00001d016311	21.2				
MSTRG.3758	21.2				
Zm00001d031902	21.2				
Zm00001d052698	21.2				
Zm00001d017748	21.2				
Zm00001d000524	21.2				
Zm00001d036981	21.2				
Zm00001d002968	21.2				
Zm00001d009496	21.2				
Zm00001d038797	21.1				
Zm00001d001790	21.1				
Zm00001d026702	21.1				
Zm00001d047498	21.1				
Zm00001d047707	21.1				
Zm00001d047603	21.1				
Zm00001d031944	21.1				
Zm00001d053215	21.1				
MSTRG.243	21.1				
Zm00001d014736	21.1				
MSTRG.8324	21.1				
Zm00001d013105	21.1				
MSTRG.11591	21.1				
Zm00001d051951	21.1				
Zm00001d051876	21.1				
Zm00001d049621	21.1				
Zm00001d047994	21.1				
Zm00001d040047	21.1				
Zm00001d038691	21				
MSTRG.18141	21				
Zm00001d043905	21				
Zm00001d034876	21				
Zm00001d039316	21				
Zm00001d024051	21				
Zm00001d018936	21				
Zm00001d003423	21				
Zm00001d002781	21				
Zm00001d012338	21				
Zm00001d042117	21				
Zm00001d010368	21				
Zm00001d022569	21				
Zm00001d047824	21				
Zm00001d041981	21				
Zm00001d032685	21				
Zm00001d043462	21				
Zm00001d013441	21				
Zm00001d026348	21				
Zm00001d010944	20.9				
Zm00001d045577	20.9				
Zm00001d049148	20.9				
Zm00001d017320	20.9				
Zm00001d009127	20.9				
MSTRG.4909	20.9				
Zm00001d051405	20.9				
MSTRG.16968	20.9				
Zm00001d037150	20.9				
MSTRG.8647	20.9				
Zm00001d053686	20.9				
MSTRG.1694	20.9				
Zm00001d049873	20.9				
Zm00001d012270	20.9				
Zm00001d003159	20.9				
Zm00001d053306	20.9				
Zm00001d009231	20.9				
Zm00001d031532	20.8				
Zm00001d015366	20.8				
Zm00001d038205	20.8				
Zm00001d050219	20.8				
Zm00001d026144	20.8				
Zm00001d031666	20.8				
Zm00001d045133	20.8				
MSTRG.5996	20.8				
Zm00001d014692	20.8				
Zm00001d023534	20.8				
Zm00001d046397	20.8				
Zm00001d043845	20.8				
Zm00001d026639	20.8				
Zm00001d031258	20.8				
Zm00001d043469	20.8				
Zm00001d003947	20.8				
Zm00001d022387	20.8				
Zm00001d040087	20.8				
Zm00001d034505	20.8				
Zm00001d013512	20.8				
Zm00001d045251	20.7				
Zm00001d028606	20.7				
Zm00001d023795	20.7				
Zm00001d023987	20.7				
Zm00001d051063	20.7				
Zm00001d021719	20.7				
